added	servername	active	accepted	handled	total	reading	writing	waiting
1546461542	site	6	83528263	83526578	83516713	0	6	0
1546461542	proxy	89	76576199	76568579	84005566	0	6	83
1546461601	site	3	83530279	83528594	83518729	0	3	0
1546461601	proxy	91	76578057	76570437	84007588	0	3	88
1546461662	site	17	83535731	83534046	83524181	0	17	0
1546461662	proxy	116	76583350	76575730	84013051	0	8	108
1546461721	site	4	83538909	83537224	83527359	0	4	0
1546461721	proxy	127	76586379	76578759	84016239	0	4	123
1546461781	site	10	83541602	83539917	83530052	0	10	0
1546461781	proxy	120	76588929	76581309	84018942	0	10	110
1546461842	site	7	83543780	83542095	83532230	0	7	0
1546461842	proxy	98	76590960	76583340	84021131	0	9	89
1546461901	site	3	83545924	83544239	83534374	0	3	0
1546461901	proxy	118	76592932	76585312	84023284	0	3	115
1546461962	site	37	83548899	83547214	83537349	0	37	0
1546461962	proxy	139	76595706	76588086	84026268	0	38	101
1546462021	site	2	83550927	83549242	83539377	0	2	0
1546462021	proxy	90	76597514	76589894	84028304	0	2	88
1546462081	site	6	83553054	83551369	83541504	0	6	0
1546462081	proxy	92	76599417	76591797	84030444	0	5	87
1546462142	site	3	83555020	83553335	83543470	0	3	0
1546462142	proxy	89	76601137	76593517	84032419	0	3	86
1546462202	site	61	83557129	83555444	83545578	0	61	0
1546462202	proxy	136	76603067	76595447	84034535	0	60	76
1546462261	site	4	83562345	83560660	83550794	0	4	0
1546462261	proxy	104	76608118	76600498	84039760	0	4	100
1546462322	site	4	83565510	83563825	83553959	0	4	0
1546462322	proxy	102	76611110	76603490	84042935	0	4	98
1546462381	site	3	83568145	83566460	83556594	0	3	0
1546462382	proxy	120	76613494	76605874	84045579	0	3	117
1546462442	site	1	83570194	83568509	83558643	0	1	0
1546462442	proxy	107	76615290	76607670	84047636	0	2	105
1546462502	site	3	83572213	83570528	83560662	0	3	0
1546462502	proxy	106	76617041	76609421	84049666	0	3	103
1546462561	site	3	83574668	83572983	83563117	0	3	0
1546462562	proxy	97	76619239	76611619	84052128	0	4	93
1546462621	site	6	83575896	83574211	83564345	0	6	0
1546462621	proxy	88	76620306	76612686	84053369	0	6	82
1546462682	site	1	83577321	83575636	83565770	0	1	0
1546462682	proxy	83	76621556	76613936	84054803	0	1	82
1546462744	site	5	83578835	83577150	83567284	0	5	0
1546462744	proxy	79	76622910	76615290	84056324	0	5	74
1546462801	site	6	83580487	83578802	83568936	0	6	0
1546462801	proxy	89	76624387	76616767	84057986	0	6	83
1546462862	site	2	83585490	83583805	83573939	0	2	0
1546462862	proxy	129	76629183	76621563	84063005	0	4	125
1546462922	site	9	83588460	83586775	83576909	0	9	0
1546462922	proxy	94	76631973	76624353	84065991	0	8	86
1546462982	site	3	83591033	83589348	83579482	0	3	0
1546462982	proxy	117	76634379	76626759	84068574	0	3	114
1546463041	site	4	83593016	83591331	83581465	0	4	0
1546463041	proxy	92	76636137	76628517	84070563	0	5	87
1546463101	site	6	83594984	83593299	83583433	0	6	0
1546463101	proxy	91	76637922	76630302	84072541	0	6	85
1546463161	site	4	83597560	83595875	83586009	0	4	0
1546463161	proxy	91	76640308	76632688	84075130	0	4	87
1546463222	site	5	83599425	83597740	83587874	0	5	0
1546463222	proxy	99	76641978	76634358	84077006	0	5	94
1546463281	site	4	83601352	83599667	83589801	0	4	0
1546463282	proxy	85	76643731	76636111	84078945	0	3	82
1546463341	site	10	83603210	83601525	83591659	0	10	0
1546463341	proxy	73	76645430	76637810	84080808	0	10	63
1546463402	site	7	83605428	83603743	83593877	0	7	0
1546463402	proxy	122	76647462	76639842	84083038	0	7	115
1546463461	site	24	83610435	83608750	83598884	0	24	0
1546463461	proxy	133	76652257	76644637	84088057	0	25	108
1546463522	site	1	83613354	83611669	83601803	0	1	0
1546463522	proxy	96	76654968	76647348	84090981	0	1	95
1546463582	site	3	83615762	83614077	83604211	0	3	0
1546463582	proxy	119	76657173	76649553	84093400	0	3	116
1546463641	site	3	83617554	83615869	83606003	0	3	0
1546463641	proxy	91	76658782	76651162	84095200	0	4	87
1546463702	site	4	83619329	83617644	83607778	0	4	0
1546463702	proxy	94	76660334	76652714	84096985	0	3	91
1546463762	site	3	83621758	83620073	83610207	0	3	0
1546463762	proxy	114	76662568	76654948	84099427	0	6	108
1546463821	site	2	83623481	83621796	83611930	0	2	0
1546463821	proxy	91	76664113	76656493	84101158	0	2	89
1546463883	site	4	83625545	83623860	83613994	0	4	0
1546463883	proxy	95	76665966	76658346	84103231	0	3	92
1546463941	site	5	83627410	83625725	83615859	0	5	0
1546463941	proxy	116	76667672	76660052	84105108	0	5	111
1546464002	site	4	83629508	83627823	83617957	0	4	0
1546464002	proxy	144	76669589	76661969	84107218	0	6	138
1546464063	site	16	83634654	83632969	83623103	0	16	0
1546464063	proxy	126	76674559	76666939	84112372	0	17	109
1546464121	site	16	83637780	83636095	83626229	0	16	0
1546464121	proxy	127	76677526	76669906	84115510	0	16	111
1546464182	site	3	83640555	83638870	83629004	0	3	0
1546464182	proxy	117	76680149	76672529	84118299	0	7	110
1546464242	site	4	83642620	83640935	83631069	0	4	0
1546464242	proxy	122	76682058	76674438	84120372	0	4	118
1546464302	site	19	83644677	83642992	83633126	0	19	0
1546464302	proxy	117	76683973	76676353	84122440	0	19	98
1546464361	site	7	83647470	83645785	83635919	0	7	0
1546464361	proxy	112	76686609	76678989	84125247	0	6	106
1546464422	site	7	83649444	83647759	83637893	0	7	0
1546464422	proxy	115	76688377	76680757	84127229	0	7	108
1546464481	site	30	83651523	83649838	83639972	0	30	0
1546464481	proxy	120	76690219	76682599	84129323	0	31	88
1546464542	site	8	83653483	83651798	83641932	0	8	0
1546464542	proxy	114	76691954	76684334	84131298	0	10	104
1546464602	site	12	83655694	83654009	83644143	0	12	0
1546464602	proxy	109	76693948	76686328	84133513	0	13	96
1546464662	site	5	83661132	83659447	83649581	0	5	0
1546464662	proxy	156	76699175	76691555	84138964	0	5	151
1546464721	site	5	83664206	83662521	83652655	0	5	0
1546464721	proxy	91	76702086	76694466	84142046	0	6	85
1546464782	site	1	83666893	83665208	83655342	0	1	0
1546464782	proxy	107	76704604	76696984	84144739	0	1	106
1546464842	site	1	83668824	83667139	83657273	0	1	0
1546464842	proxy	106	76706305	76698685	84146684	0	2	104
1546464901	site	8	83670808	83669123	83659257	0	8	0
1546464902	proxy	96	76708039	76700419	84148692	0	7	89
1546464961	site	3	83673311	83671626	83661760	0	3	0
1546464961	proxy	101	76710294	76702674	84151202	0	4	97
1546465022	site	5	83674898	83673213	83663347	0	5	0
1546465022	proxy	88	76711644	76704024	84152800	0	5	83
1546465082	site	2	83676330	83674645	83664779	0	2	0
1546465082	proxy	95	76712895	76705275	84154241	0	2	93
1546465142	site	11	83677458	83675773	83665907	0	11	0
1546465142	proxy	92	76713880	76706260	84155388	0	11	81
1546465201	site	4	83679002	83677317	83667451	0	4	0
1546465201	proxy	92	76715254	76707634	84156941	0	4	88
1546465262	site	2	83684043	83682358	83672492	0	2	0
1546465262	proxy	113	76720089	76712469	84161994	0	2	111
1546465322	site	10	83686831	83685146	83675280	0	10	0
1546465322	proxy	105	76722685	76715065	84164794	0	12	93
1546465381	site	3	83689408	83687723	83677857	0	3	0
1546465381	proxy	107	76725079	76717459	84167379	0	3	104
1546465442	site	7	83691303	83689618	83679752	0	7	0
1546465442	proxy	105	76726771	76719151	84169285	0	7	98
1546465501	site	1	83693253	83691568	83681702	0	1	0
1546465501	proxy	99	76728520	76720900	84171246	0	1	98
1546465562	site	7	83696041	83694356	83684490	0	7	0
1546465562	proxy	103	76731115	76723495	84174043	0	7	96
1546465622	site	6	83697850	83696165	83686299	0	6	0
1546465622	proxy	101	76732728	76725108	84175867	0	3	98
1546465681	site	9	83699768	83698083	83688217	0	9	0
1546465681	proxy	94	76734465	76726845	84177794	0	8	86
1546465742	site	3	83701511	83699826	83689960	0	3	0
1546465742	proxy	89	76736034	76728414	84179547	0	3	86
1546465802	site	3	83703659	83701974	83692108	0	3	0
1546465802	proxy	97	76737985	76730365	84181702	0	3	94
1546465862	site	5	83708882	83707197	83697331	0	5	0
1546465862	proxy	114	76743016	76735396	84186932	0	4	110
1546465921	site	5	83711784	83710099	83700233	0	5	0
1546465921	proxy	88	76745720	76738100	84189842	0	5	83
1546465982	site	5	83714268	83712583	83702717	0	5	0
1546465982	proxy	115	76747952	76740332	84192334	0	6	109
1546466042	site	1	83716006	83714321	83704455	0	1	0
1546466042	proxy	88	76749519	76741899	84194081	0	1	87
1546466101	site	22	83717857	83716172	83706306	0	22	0
1546466101	proxy	117	76751145	76743525	84195946	0	23	94
1546466162	site	2	83720202	83718517	83708651	0	2	0
1546466162	proxy	91	76753266	76745646	84198298	0	3	88
1546466222	site	2	83721834	83720149	83710283	0	2	0
1546466222	proxy	94	76754703	76747083	84199942	0	3	91
1546466282	site	8	83723691	83722006	83712140	0	8	0
1546466282	proxy	100	76756360	76748740	84201805	0	11	89
1546466342	site	6	83725516	83723831	83713965	0	6	0
1546466342	proxy	104	76758018	76750398	84203646	0	8	96
1546466403	site	5	83727679	83725994	83716128	0	5	0
1546466403	proxy	85	76760019	76752399	84205817	0	5	80
1546466462	site	4	83732664	83730979	83721113	0	4	0
1546466462	proxy	124	76764835	76757215	84210815	0	9	115
1546466521	site	4	83735915	83734230	83724364	0	4	0
1546466521	proxy	115	76767771	76760151	84214073	1	4	110
1546466583	site	7	83738987	83737302	83727436	0	7	0
1546466583	proxy	112	76770410	76762790	84217157	0	7	105
1546466641	site	6	83740878	83739193	83729327	0	6	0
1546466641	proxy	92	76772142	76764522	84219059	0	5	87
1546466702	site	4	83743000	83741315	83731449	0	4	0
1546466702	proxy	86	76774145	76766525	84221198	0	4	82
1546466762	site	5	83745736	83744051	83734185	0	5	0
1546466762	proxy	80	76776748	76769128	84223944	0	5	75
1546466822	site	8	83747651	83745966	83736100	0	8	0
1546466822	proxy	99	76778501	76770881	84225874	0	9	90
1546466887	site	7	83749941	83748256	83738390	0	7	0
1546466887	proxy	102	76780552	76772932	84228176	0	3	99
1546466942	site	3	83751746	83750061	83740195	0	3	0
1546466942	proxy	83	76782159	76774539	84229993	0	4	79
1546467001	site	4	83753856	83752171	83742305	0	4	0
1546467001	proxy	99	76784051	76776431	84232109	0	3	96
1546467062	site	5	83759209	83757524	83747658	0	5	0
1546467062	proxy	116	76789176	76781556	84237481	0	6	110
1546467122	site	5	83762324	83760639	83750773	0	5	0
1546467122	proxy	93	76792091	76784471	84240604	0	5	88
1546467182	site	4	83764922	83763237	83753371	0	4	0
1546467182	proxy	105	76794553	76786933	84243213	0	5	100
1546467241	site	3	83766762	83765077	83755211	0	3	0
1546467241	proxy	96	76796239	76788619	84245065	0	3	93
1546467302	site	5	83768726	83767041	83757175	0	5	0
1546467302	proxy	86	76798005	76790385	84247038	0	5	81
1546467362	site	4	83771379	83769694	83759828	0	4	0
1546467362	proxy	93	76800495	76792875	84249700	0	5	88
1546467422	site	5	83772967	83771282	83761416	0	5	0
1546467422	proxy	75	76801945	76794325	84251297	0	6	69
1546467481	site	4	83774563	83772878	83763012	0	4	0
1546467481	proxy	88	76803394	76795774	84252905	0	4	84
1546467542	site	3	83775781	83774096	83764230	0	3	0
1546467542	proxy	91	76804439	76796819	84254136	0	4	87
1546467602	site	6	83777396	83775711	83765845	0	6	0
1546467602	proxy	85	76805879	76798259	84255758	0	6	79
1546467662	site	4	83781974	83780289	83770423	0	4	0
1546467662	proxy	102	76810294	76802674	84260348	0	7	95
1546467722	site	3	83784746	83783061	83773195	0	3	0
1546467722	proxy	91	76812862	76805242	84263131	0	2	89
1546467781	site	5	83787141	83785456	83775590	0	5	0
1546467781	proxy	139	76815059	76807439	84265565	2	5	132
1546467843	site	6	83789052	83787367	83777501	0	6	0
1546467843	proxy	90	76816777	76809157	84267486	0	8	82
1546467901	site	1	83790943	83789258	83779392	0	1	0
1546467901	proxy	90	76818482	76810862	84269384	0	1	89
1546467962	site	3	83793655	83791970	83782104	0	3	0
1546467962	proxy	108	76820971	76813351	84272106	0	3	105
1546468022	site	6	83795369	83793684	83783818	0	6	0
1546468022	proxy	102	76822504	76814884	84273832	0	7	95
1546468082	site	3	83797328	83795643	83785777	0	3	0
1546468082	proxy	106	76824263	76816643	84275801	0	4	102
1546468142	site	4	83799059	83797374	83787508	0	4	0
1546468142	proxy	96	76825811	76818191	84277544	0	5	91
1546468201	site	4	83801032	83799347	83789481	0	4	0
1546468201	proxy	96	76827621	76820001	84279524	0	5	91
1546468262	site	2	83806443	83804758	83794892	0	2	0
1546468262	proxy	108	76832854	76825234	84284941	0	3	105
1546468322	site	4	83809451	83807766	83797900	0	4	0
1546468322	proxy	102	76835669	76828049	84287963	0	6	96
1546468382	site	5	83811931	83810246	83800380	0	5	0
1546468382	proxy	101	76837952	76830332	84290459	0	7	94
1546468442	site	2	83813806	83812121	83802255	0	2	0
1546468442	proxy	80	76839614	76831994	84292338	0	2	78
1546468502	site	4	83815604	83813919	83804053	0	4	0
1546468502	proxy	89	76841216	76833596	84294148	0	5	84
1546468563	site	8	83818048	83816363	83806497	0	8	0
1546468563	proxy	80	76843454	76835834	84296599	0	7	73
1546468621	site	8	83819577	83817892	83808026	0	8	0
1546468621	proxy	85	76844777	76837157	84298138	0	7	78
1546468682	site	4	83821272	83819587	83809721	0	4	0
1546468682	proxy	83	76846278	76838658	84299846	0	4	79
1546468742	site	4	83822937	83821252	83811386	0	4	0
1546468742	proxy	75	76847758	76840138	84301526	0	7	68
1546468801	site	3	83824957	83823272	83813406	0	3	0
1546468801	proxy	92	76849609	76841989	84303558	0	5	87
1546468862	site	2	83830202	83828517	83818651	0	2	0
1546468862	proxy	106	76854656	76847036	84308813	0	2	104
1546468921	site	6	83833220	83831535	83821669	0	6	0
1546468921	proxy	89	76857496	76849876	84311838	0	6	83
1546468982	site	3	83836039	83834354	83824488	0	3	0
1546468982	proxy	96	76860019	76852399	84314667	0	3	93
1546469042	site	5	83838257	83836572	83826706	0	5	0
1546469042	proxy	104	76861872	76854252	84316902	0	14	90
1546469102	site	7	83840411	83838726	83828860	0	7	0
1546469102	proxy	94	76863807	76856187	84319058	0	7	87
1546469162	site	8	83843398	83841713	83831847	0	8	0
1546469162	proxy	103	76866659	76859039	84322056	0	9	94
1546469222	site	10	83845231	83843546	83833680	0	10	0
1546469222	proxy	86	76868360	76860740	84323899	0	4	82
1546469281	site	6	83847268	83845583	83835717	0	6	0
1546469281	proxy	86	76870236	76862616	84325943	0	6	80
1546469342	site	4	83849178	83847493	83837627	0	4	0
1546469342	proxy	76	76871948	76864328	84327863	0	4	72
1546469401	site	4	83851232	83849547	83839681	0	4	0
1546469402	proxy	129	76873823	76866203	84329966	0	32	97
1546469461	site	2	83856603	83854918	83845052	0	2	0
1546469461	proxy	90	76878952	76871332	84335322	0	2	88
1546469522	site	18	83859719	83858034	83848168	0	18	0
1546469522	proxy	87	76881861	76874241	84338452	0	22	65
1546469582	site	1	83862530	83860845	83850979	0	1	0
1546469582	proxy	112	76884450	76876830	84341269	0	2	110
1546469641	site	1	83864491	83862806	83852940	0	1	0
1546469641	proxy	68	76886267	76878647	84343235	0	1	67
1546469702	site	28	83866487	83864802	83854936	0	28	0
1546469702	proxy	122	76888079	76880459	84345248	0	29	93
1546469761	site	5	83869269	83867584	83857718	0	5	0
1546469761	proxy	93	76890699	76883079	84348044	0	5	88
1546469822	site	4	83870875	83869190	83859324	0	4	0
1546469822	proxy	87	76892149	76884529	84349661	0	3	84
1546469881	site	21	83872646	83870961	83861095	0	21	0
1546469882	proxy	111	76893775	76886155	84351443	0	21	90
1546469941	site	2	83874051	83872366	83862500	0	2	0
1546469941	proxy	73	76895026	76887406	84352863	0	2	71
1546470002	site	7	83875833	83874148	83864282	0	7	0
1546470002	proxy	97	76896667	76889047	84354662	0	7	90
1546470064	site	5	83880455	83878770	83868904	0	5	0
1546470064	proxy	110	76901105	76893485	84359294	0	5	105
1546470122	site	6	83882910	83881225	83871359	0	6	0
1546470122	proxy	88	76903411	76895791	84361758	0	6	82
1546470182	site	6	83885261	83883576	83873710	0	6	0
1546470182	proxy	97	76905567	76897947	84364119	0	8	89
1546470242	site	5	83887039	83885354	83875488	0	5	0
1546470242	proxy	86	76907134	76899514	84365906	0	5	81
1546470301	site	5	83888868	83887183	83877317	0	5	0
1546470301	proxy	76	76908767	76901147	84367747	0	7	69
1546470362	site	2	83891381	83889696	83879830	0	2	0
1546470362	proxy	70	76911116	76903496	84370271	0	3	67
1546470422	site	5	83893063	83891378	83881512	0	5	0
1546470422	proxy	90	76912621	76905001	84371961	0	5	85
1546470481	site	6	83895010	83893325	83883459	0	6	0
1546470481	proxy	94	76914371	76906751	84373918	0	6	88
1546470542	site	6	83896731	83895046	83885180	0	6	0
1546470542	proxy	86	76915892	76908272	84375650	0	6	80
1546470602	site	3	83898760	83897075	83887209	0	3	0
1546470602	proxy	107	76917750	76910130	84377692	0	4	103
1546470661	site	7	83903825	83902140	83892274	0	7	0
1546470661	proxy	114	76922624	76915004	84382765	0	6	107
1546470722	site	21	83906873	83905188	83895322	0	21	0
1546470722	proxy	110	76925489	76917869	84385823	0	21	89
1546470781	site	6	83909375	83907690	83897824	0	6	0
1546470781	proxy	107	76927826	76920206	84388335	0	5	102
1546470842	site	6	83911409	83909724	83899858	0	6	0
1546470842	proxy	83	76929674	76922054	84390380	0	6	77
1546470903	site	3	83913228	83911543	83901677	0	3	0
1546470903	proxy	87	76931321	76923701	84392210	0	5	82
1546470962	site	22	83915663	83913978	83904112	0	22	0
1546470962	proxy	123	76933550	76925930	84394654	0	22	101
1546471022	site	6	83917164	83915479	83905613	0	6	0
1546471022	proxy	89	76934825	76927205	84396163	0	6	83
1546471082	site	9	83918839	83917154	83907288	0	9	0
1546471082	proxy	93	76936323	76928703	84397847	0	9	84
1546471141	site	6	83920459	83918774	83908908	0	6	0
1546471141	proxy	94	76937752	76930132	84399476	0	6	88
1546471202	site	11	83922784	83921099	83911233	0	11	0
1546471203	proxy	117	76939907	76932287	84401825	0	22	95
1546471261	site	6	83927823	83926138	83916272	0	6	0
1546471261	proxy	96	76944736	76937116	84406865	0	6	90
1546471322	site	13	83930771	83929086	83919220	0	13	0
1546471322	proxy	89	76947514	76939894	84409828	0	12	77
1546471382	site	4	83933508	83931823	83921957	0	4	0
1546471382	proxy	108	76950012	76942392	84412573	0	3	104
1546471447	site	9	83935772	83934087	83924221	0	9	0
1546471447	proxy	98	76951949	76944329	84414850	0	10	88
1546471502	site	4	83937735	83936050	83926184	0	4	0
1546471502	proxy	101	76953627	76946007	84416825	1	4	96
1546471561	site	1	83940639	83938954	83929088	0	1	0
1546471561	proxy	111	76956291	76948671	84419733	0	2	109
1546471622	site	4	83942425	83940740	83930874	0	4	0
1546471622	proxy	94	76957913	76950293	84421529	0	4	90
1546471681	site	7	83944421	83942736	83932870	0	7	0
1546471681	proxy	94	76959786	76952166	84423535	0	7	87
1546471742	site	7	83946209	83944524	83934658	0	7	0
1546471742	proxy	86	76961426	76953806	84425331	0	7	79
1546471802	site	37	83948346	83946661	83936795	0	37	0
1546471802	proxy	104	76963390	76955770	84427491	0	20	84
1546471862	site	6	83953767	83952082	83942216	0	6	0
1546471862	proxy	104	76968583	76960963	84432916	0	6	98
1546471921	site	5	83956848	83955163	83945297	0	5	0
1546471921	proxy	83	76971442	76963822	84436003	0	5	78
1546471982	site	3	83959612	83957927	83948061	0	3	0
1546471982	proxy	107	76973990	76966370	84438776	0	3	104
1546472042	site	7	83961671	83959986	83950120	0	7	0
1546472042	proxy	95	76975855	76968235	84440843	0	7	88
1546472102	site	5	83963749	83962064	83952198	0	5	0
1546472102	proxy	91	76977772	76970152	84442932	0	7	84
1546472161	site	5	83966477	83964792	83954926	0	5	0
1546472161	proxy	92	76980350	76972730	84445677	0	7	85
1546472222	site	9	83968112	83966427	83956561	0	9	0
1546472222	proxy	95	76981805	76974185	84447318	0	9	86
1546472281	site	7	83969768	83968083	83958217	0	7	0
1546472281	proxy	96	76983326	76975706	84448996	0	8	88
1546472342	site	5	83971271	83969586	83959720	0	5	0
1546472342	proxy	86	76984665	76977045	84450507	0	5	81
1546472401	site	2	83972897	83971212	83961346	0	2	0
1546472401	proxy	80	76986143	76978523	84452141	0	2	78
1546472462	site	3	83977669	83975984	83966118	0	3	0
1546472462	proxy	97	76990731	76983111	84456927	0	2	95
1546472521	site	8	83980160	83978475	83968609	0	8	0
1546472521	proxy	85	76993041	76985421	84459426	0	8	77
1546472582	site	6	83982328	83980643	83970777	0	6	0
1546472582	proxy	90	76995045	76987425	84461603	0	7	83
1546472642	site	3	83983922	83982237	83972371	0	3	0
1546472642	proxy	96	76996449	76988829	84463206	0	3	93
1546472702	site	9	83985711	83984026	83974160	0	9	0
1546472702	proxy	102	76998025	76990405	84465005	0	9	93
1546472762	site	5	83988605	83986920	83977054	0	5	0
1546472762	proxy	94	77000745	76993125	84467911	0	6	88
1546472822	site	4	83990201	83988516	83978650	0	4	0
1546472822	proxy	98	77002162	76994542	84469522	0	3	95
1546472882	site	2	83992012	83990327	83980461	0	2	0
1546472882	proxy	102	77003820	76996200	84471346	0	2	100
1546472942	site	2	83993734	83992049	83982183	0	2	0
1546472942	proxy	112	77005322	76997702	84473075	0	1	111
1546473001	site	3	83995702	83994017	83984151	0	3	0
1546473001	proxy	107	77007066	76999446	84475058	0	4	103
1546473062	site	3	84000883	83999198	83989332	0	3	0
1546473062	proxy	105	77012058	77004438	84480248	0	3	102
1546473121	site	3	84003799	84002114	83992248	0	3	0
1546473121	proxy	79	77014817	77007197	84483177	1	3	75
1546473182	site	8	84006554	84004869	83995003	0	8	0
1546473182	proxy	126	77017375	77009755	84485941	0	8	118
1546473242	site	6	84008403	84006718	83996852	0	6	0
1546473242	proxy	113	77019037	77011417	84487806	0	15	98
1546473301	site	2	84010291	84008606	83998740	0	2	0
1546473301	proxy	108	77020735	77013115	84489695	0	2	106
1546473361	site	7	84012926	84011241	84001375	0	7	0
1546473361	proxy	91	77023170	77015550	84492339	0	7	84
1546473422	site	4	84014435	84012750	84002884	0	4	0
1546473422	proxy	107	77024480	77016860	84493866	0	3	104
1546473482	site	6	84016107	84014422	84004556	0	6	0
1546473482	proxy	107	77025960	77018340	84495555	0	12	95
1546473541	site	4	84017566	84015881	84006015	0	4	0
1546473541	proxy	90	77027216	77019596	84497018	0	5	85
1546473602	site	5	84019489	84017804	84007938	0	5	0
1546473602	proxy	75	77028955	77021335	84498955	0	4	71
1546473662	site	4	84024549	84022864	84012998	0	4	0
1546473662	proxy	119	77033818	77026198	84504029	0	5	114
1546473723	site	3	84027673	84025988	84016122	0	3	0
1546473723	proxy	101	77036742	77029122	84507161	0	4	97
1546473781	site	3	84030152	84028467	84018601	0	3	0
1546473781	proxy	78	77039026	77031406	84509647	0	3	75
1546473842	site	1	84032064	84030379	84020513	0	1	0
1546473842	proxy	74	77040722	77033102	84511575	0	5	69
1546473901	site	10	84034138	84032453	84022587	0	10	0
1546473901	proxy	115	77042539	77034919	84513652	0	10	105
1546473963	site	7	84037194	84035509	84025643	0	7	0
1546473963	proxy	105	77045264	77037644	84516721	0	7	98
1546474022	site	7	84038923	84037238	84027372	0	7	0
1546474022	proxy	94	77046802	77039182	84518461	0	6	88
1546474081	site	3	84040884	84039199	84029333	0	3	0
1546474081	proxy	84	77048578	77040958	84520426	0	3	81
1546474142	site	1	84042682	84040997	84031131	0	1	0
1546474142	proxy	86	77050235	77042615	84522233	0	1	85
1546474202	site	35	84044858	84043173	84033306	0	34	1
1546474202	proxy	102	77052257	77044637	84524420	0	18	84
1546474262	site	2	84050022	84048337	84038471	0	2	0
1546474262	proxy	104	77057222	77049602	84529596	0	3	101
1546474322	site	6	84053193	84051508	84041635	0	6	0
1546474322	proxy	133	77060219	77052599	84532801	0	7	126
1546474381	site	5	84055920	84054235	84044362	0	5	0
1546474381	proxy	98	77062725	77055105	84535537	0	5	93
1546474441	site	2	84057892	84056207	84046334	0	2	0
1546474441	proxy	84	77064502	77056882	84537515	0	2	82
1546474502	site	4	84060042	84058357	84048484	0	4	0
1546474502	proxy	96	77066442	77058822	84539671	0	4	92
1546474561	site	5	84062956	84061271	84051398	0	5	0
1546474561	proxy	116	77069196	77061576	84542596	0	6	110
1546474622	site	3	84064662	84062977	84053104	0	3	0
1546474622	proxy	83	77070725	77063105	84544314	0	4	79
1546474682	site	2	84066460	84064775	84054902	0	2	0
1546474682	proxy	89	77072349	77064729	84546121	0	2	87
1546474742	site	12	84067929	84066244	84056371	0	12	0
1546474742	proxy	98	77073667	77066047	84547606	0	13	85
1546474801	site	4	84069608	84067923	84058050	0	4	0
1546474801	proxy	80	77075180	77067560	84549293	0	4	76
1546474862	site	7	84074523	84072838	84062965	0	7	0
1546474862	proxy	108	77079936	77072316	84554230	0	8	100
1546474921	site	7	84076988	84075303	84065430	0	7	0
1546474921	proxy	81	77082250	77074630	84556706	0	7	74
1546474982	site	6	84079206	84077521	84067648	0	6	0
1546474982	proxy	106	77084288	77076668	84558936	0	5	101
1546475042	site	4	84080689	84079004	84069131	0	4	0
1546475042	proxy	81	77085592	77077972	84560428	0	5	76
1546475102	site	3	84082311	84080626	84070753	0	3	0
1546475102	proxy	100	77087034	77079414	84562057	0	3	97
1546475161	site	5	84084889	84083204	84073331	0	5	0
1546475161	proxy	91	77089407	77081787	84564644	0	5	86
1546475222	site	4	84086442	84084757	84074884	0	4	0
1546475222	proxy	99	77090768	77083148	84566210	0	4	95
1546475282	site	2	84088257	84086572	84076699	0	2	0
1546475282	proxy	87	77092398	77084778	84568032	0	2	85
1546475341	site	6	84089848	84088163	84078290	0	6	0
1546475341	proxy	80	77093816	77086196	84569632	0	6	74
1546475401	site	1	84091729	84090044	84080171	0	1	0
1546475401	proxy	94	77095475	77087855	84571522	0	1	93
1546475462	site	4	84097131	84095446	84085573	0	4	0
1546475462	proxy	107	77100658	77093038	84576932	0	2	105
1546475522	site	6	84100029	84098344	84088471	0	6	0
1546475522	proxy	97	77103404	77095784	84579852	0	6	91
1546475582	site	6	84102661	84100976	84091103	0	6	0
1546475582	proxy	94	77105847	77098227	84582495	0	6	88
1546475641	site	2	84104580	84102895	84093022	0	2	0
1546475641	proxy	82	77107602	77099982	84584426	0	3	79
1546475702	site	2	84106510	84104825	84094952	0	2	0
1546475702	proxy	89	77109336	77101716	84586365	0	2	87
1546475761	site	6	84109133	84107448	84097575	0	6	0
1546475762	proxy	87	77111781	77104161	84588997	0	6	81
1546475821	site	5	84110715	84109030	84099157	0	5	0
1546475822	proxy	119	77113169	77105549	84590590	0	7	112
1546475881	site	2	84112352	84110667	84100794	0	2	0
1546475881	proxy	73	77114629	77107009	84592232	0	2	71
1546475942	site	4	84113801	84112116	84102243	0	4	0
1546475942	proxy	87	77115881	77108261	84593692	0	6	81
1546476001	site	4	84115538	84113853	84103980	0	4	0
1546476001	proxy	88	77117415	77109795	84595437	0	3	85
1546476062	site	2	84120597	84118912	84109039	0	2	0
1546476062	proxy	99	77122226	77114606	84600505	0	2	97
1546476121	site	6	84123494	84121809	84111936	0	6	0
1546476122	proxy	94	77124916	77117296	84603414	0	9	85
1546476182	site	9	84126208	84124523	84114650	0	9	0
1546476182	proxy	106	77127456	77119836	84606134	0	9	97
1546476241	site	2	84128053	84126368	84116495	0	2	0
1546476241	proxy	81	77129109	77121489	84607986	0	2	79
1546476302	site	6	84130031	84128346	84118473	0	6	0
1546476303	proxy	102	77130878	77123258	84609980	0	8	94
1546476361	site	5	84133173	84131488	84121615	0	5	0
1546476361	proxy	113	77133762	77126142	84613130	0	6	107
1546476422	site	4	84135085	84133400	84123527	0	4	0
1546476422	proxy	106	77135358	77127738	84615051	0	4	102
1546476482	site	3	84137132	84135447	84125574	0	3	0
